Claim Description,Coverage Code,Accident Source,topic,probability,topic_name
"EE STATES CUTTING GREEN RATCHET STRAPS WITH BOX CUTTER, KNIFE     SLIPPED UPWARDS, R INDEX FINGER CAUSING CUT/BLEEDING.",NS,"Sharps(Needles,Razors,Scissors,Knife,etc.)",-1,0.0,Miscellaneous / Noise
CLAIMANT SUFFERED VEHICLE DAMAGE DUE TO BIN.,GD,Damage - vehicle,9,0.3165376674919234,Pothole / Road Hazard
PEDESTRIAN CLAIMS BUS HIT HIS BIG TOE,AB,"Struck pedestrian, bicycle",8,1.0,Police / Driveway Incidents
BUS HIT PARKED TPV                                                BUS REG: BV57XJE             TP REG:  LK64ULP,AD,Struck parked vehicle,8,0.8076150580518461,Police / Driveway Incidents
"THE OV WAS DRIVING DOWN ON I 516 NEAR SAVANNAH, GA. THE IV WAS    COMING OFF THE RAMP FROM OGEECHEE RD. THE IV DID NOT YIELD WHEN   ENTERING I 516 AND PULLED OUT IN FRONTOF THE OV. THE OV STRUCK THEIV ON THE D/S. DAMAGE TO THE OV WAS TO THE FRONT END. THE OV      DRIVER SUSTAINED INJURIES. DAMAGE TO THE IV WAS NOT REPORTED.     INJURIES TO THE IV DRIVER WERE NOT REPORTED.",AD,Our vehicle turning left,1,0.9884539918673765,Slip / Trip / Fall
V1 STRUCK PARKED UNOCC V2,AD,Struck parked vehicle,11,1.0,Rock / Windshield Crack
CLAIMANT DROVE OVER A POTHOLE CAUSING VEHICLE DAMAGE.,GD,Pothole,9,1.0,Pothole / Road Hazard
UPS HEADED NORTH ON VERMONT WHEN UPS SLID ON ICE INTO A STOPPED   PICKUP TRUCK MAKING CONTACT WITH UPS RIGHT FRONT BUMPER AND OTHER LEFT REAR BUMPER.,AD,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
BURST PIPES,RB,"Freezing of Plumbing, Heating, AC System",3,0.7517784328260203,Small Property Damage
THE MEMBER TO BUY THE BAR DESSERT AND SHE FOUND TRACES OF PLASTIC INSIDE,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
"HIGH WINDS AND HAILSTORM DAMAGED THREE VEHICLES THAT WERE PARKED  AT THE SCHOOL. THE TRANSIT, YUKON, AND TOYOTA ALL HAVE HAIL       DAMAGE.",AP,Hail,3,0.33482006633161393,Small Property Damage
"VEH1 DRIVER LOOKED DOWN AND WHEN DRIVER LOOKED UP THE VEHICLE IN  FRONT, VEH2, HAD STOPPED AND VEH1 REAR ENDED VEH2.                FLEET 1208387, 1209154",AD,Struck vehicle in rear,11,0.919006093641809,Rock / Windshield Crack
RESIDENT IN 646 MATILDE CALLED STATING HER CAR WAS STOLEN FROM THE GARAGE SUNDAY NIGHT  MAYBE MONDAY MORNING. SHE WENT DOWN ON MONDA,GD,Theft,-1,0.0,Miscellaneous / Noise
"2014 ACADIA AWD 1GKKVRKD4EJ179857 PASSENGER SIDE DAMAGE TO BUMPER,BOTH DOORS, AND REAR TAIL LIGHT. HUMMER LICENSE PLATE 152PP       DRIVER'S SIDE WHEEL WELL, DOOR, DRIVER'SSIDE PASSENGER DOOR,      MIRROR, RUNNING BOARD, AND POSSIBLE REAR BUMPER.",AB,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
LOSARTAN 100MG 1PO QD PRESCRIBED; LOSARTAN 50 MG 1PO QD DISPENSED,PA,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
THE IV WAS PARKED AND UNOCCUPIED ON THE SIDE OF THE STREET IN     FRONT OF THE TECH'S HOME WHEN THE CATALYTIC CONVERTER WAS STOLEN. THERE WERE NO REPORTED INJURIES.,AP,Theft,1,0.8646305991557962,Slip / Trip / Fall
MEMBER STEPPED OUT OF HIS TRUCK AT GAS STATION AND STUMBLED       IMMEDIATELY. HE STUMBLES A FEW STEPS BEFORE FALLING.,GB,Ground/floor,-1,0.0,Miscellaneous / Noise
"THE CALLER STATED THAT SOME PIPES FROZE AND BROKE AT THE INSURED      LOCATION IN THE TENNIS FACILITY AND POOL BUILDING, CAUSING    WATER DAMAGE                                                          TO THE CEILINGS, WALLS, AND FLOORS. NO INJURIES WERE REPORTED.",RC,"Freezing of Plumbing, Heating, AC System",3,0.9767677815872178,Small Property Damage
"THERE WAS A BURGLARY THAT OCCURRED AT THE INSURED LOCATION. WATER PUMPS, STIHL BACK PACK BLOWERS, PICK AXE, WELL PUMPS, MILWAUKEE   POWER TOOLS, TRASH CANS AND OTHER INVENTORY WERE STOLEN. THE DOOR WAS BROKEN.",RB,"Burglary, Robbery, Theft - Property",5,0.25327816340465253,Third Party Reversing
REAR END INCIDENT. PLEASE OPEN AN AD CLAIM FOR THIS INCIDENT.     AHERN WILL NOT FIGHT LIABILITY.SEE REPORT ATTACHED. THEY ALSO NEEDA 3RD AD CLAIM OPENED FOR THIS ONE SHANTAY BONEY (MAY BE          MISSPELLED) 202 375 1755 MAZDA (YEAR UNKNOWN),AB,Struck vehicle in rear,-1,0.0,Miscellaneous / Noise
"THE CSP WAS STOPPED AT A STOP SIGN TO GO OVER RAILROAD TRACKS.    THERE WAS A TRACTOR TRAILER WAS IN THE NEXT TO RIGHT LANE AND     BLOCKED VISION OF THE CLAIMANT VEHICLE.  THE CLAIMANTS VEHICLE    CAME FORWARD AND REAR ENDED THE FEDEX VEHICLE. THERE WERE NO      INJURIES, TOWS OR POLICE INVOLVED.",AD,Our vehicle struck in rear,7,1.0,Food Poisoning / Restaurant Injury
SHE MISPLACED HER FOOTING WHEN STEPPING OF THE BUS TWISTED ANKLE  AND ROLLED BACK ONTO THE FLOOR .,EL,Not Otherwise Classified,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT TRIPPED AND FALL ON PAVEMENT CAUSING BODILY INJURY.,EL,DEFECTIVE PAVEMENT,0,1.0,Rear-End Collision (IV hits OV)
DRIVER WAS IN A SITUATION WHERE A BUS DRIVER WAS YELLING AT HIM   BECAUSE HE WAS IN THE WAY AND OUR DRIVER BACKED UP INTO THE       VEHICLE.,AD,Alleged damage to property of others,2,0.8448365353609515,Water Damage / Frozen Pipes
LOR FIRST NOTICE- GUEST INFORMED SERVER THEY HAD A SHELLFISH      ALLERGY & ASKED SERVER IF LASAGNA CLASSICO CONTAINED SHELLFISH.   SERVER CAME BACK AFTER CONFIRMING WITH THE KITCHEN IT DID CONTAIN OR WOULD BE PREPARED NEAR ANY SHELLFISH. GUEST ORDERED THE DISH   AND TOOK A BITE WHEN THEIR THROAT BEGAN CLOSING DUE TO AN ALLERGICREACTION.,PA,Allergic Reaction,0,1.0,Rear-End Collision (IV hits OV)
GUEST HAS DAIRY ALLERGY. ORDERED POPCORN CHICKEN. DID NOT BECOME  ILL.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
NICOLE WEIR WAS DRIVING CLIENT COMPANY VAN WHEN THE DRIVER OF A   SEMI SLAMMED ON BRAKES.  NICOLE COULDN'T STOP IN TIME AND SWERVED TO MISS THE SEMI AND ROLLED ABOUT FIVE TIMES INTO A DITCH.,AB,Not Otherwise Classified,2,0.8302864636664414,Water Damage / Frozen Pipes
"LINDA WAS ALLEGEDLY APPROACHING THE ELEVATOR TO PUSH THE CALL     BUTTON WHEN SHE SAID SHE FELL.  SHE IS NOT SURE WHAT CAUSED HER   FALL BUT CLAIMED TO HAVE SEVERE HIP PAIN.  SHE ALSO STATED SHE MAYHAVE HIT HER HEAD WHEN FALLING.  NO BLEEDING WAS PRESENT AT THE   TIME.  JAY SKARVAN, AGM1, CALLED 911 AND REQUESTED PARAMEDICS WHO THEN CAME AND ADDRESSED HER INJURY.",GB,Non Liability Cases - Premises Medical,0,1.0,Rear-End Collision (IV hits OV)
IV WAS HIT WHILE PARKED. SEE ATTACHED ESTIMATE.,AP,Our vehicle struck while parked,1,0.9766069789727155,Slip / Trip / Fall
"NOTICE OF LOSS RECEIVED ALLEGING DAMAGE TO GB CLIENT'S VEHICLE RESULTING FROM ACCIDENT, DUE TO IMPROPER WORK PERFORMED ON VEHICLE.",AD,Sideswipe or lane change,5,0.3485785877142104,Third Party Reversing
WE HAD A DRIVER FROM MANUEL QUINTANA TRANSPORT ROLL BACK AND HIT  OUT TRUCK.,AD,Backed into vehicle or object,2,0.9232699122686134,Water Damage / Frozen Pipes
"I WAS TRAVELING NORTH EXITING ON HIGHWAY 270 IN HAZELWOOD. AS I   WAS EXITING, ALL OF A SUDDEN I LOOKED OVER I SEEN ANOTHER VEHICLE SIDESWIPE ME CAUSING DAMAGE.",AP,Sideswipe or lane change,2,0.9661168501691806,Water Damage / Frozen Pipes
"CLAIMANT ALLEGES WHEN HER HUSBAND PASSED HER THE CUP OF HOT       COFFEE, THE LID WAS NOT SECURED, CAUSING THE COFFEE TO SPILL ON   HER LEG. SHE SUSTAINED A BURN OF AN UNKNOWN DEGREE TO HER THIGH.",PA,Alleged Negligent Act,15,1.0,Rear-End Collision (Client hits others)
CUT TOE ON THE HANDICAP POOL LIFT'S METAL LEG.,GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
IV WENT THROUGH RED LIGHT AND STRUCK BICYCLIST,AB,"Struck pedestrian, bicycle",-1,0.0,Miscellaneous / Noise
"FELT WEAK, HAD NOT EATEN ALL DAY",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
BUS HIT THIRD PARTY RAILINGS                                      BUS REG:   BX61LJU,AD,Our vehicle struck by object or animal,8,0.76151644124712,Police / Driveway Incidents
"ABDOMINOPLASTY, BREAST LIFT, LIPO- DX: ABDOMINAL HEMORRHAGE.",PM,Not Otherwise Classified,0,0.8393105003251119,Rear-End Collision (IV hits OV)
"A NON CUSTOMER, STEVEN RIVERA, WAS INSIDE THE RESTROOM AND FELL,  CUTTING HIS HEAD. THAT PERSON WAS FOUND LAYING NEXT TO A STALL ANDTHE STAFF WAS ALERTED AND 911 WAS CALLED. EMS WAS ARRIVED AND     TREATED THE PERSON. PERSON WAS THEN ESCORTED FROM THE BUILDING.",GB,Alleged Negligent Act,0,1.0,Rear-End Collision (IV hits OV)
CLAIMANT ALLEGES SHE ORDERED A FILET O FISH IN THE DRIVE THRU AND FOUND A PIECE OF PLASTIC IN THE SANDWICH. THIS RESULTED IN NO     INJURY.,PA,Alleged foreign object in product,0,1.0,Rear-End Collision (IV hits OV)
"CLAIMANT ALLEGES THAT SHE WAS RETRIEVING COFFEE IN DRIVE THRU,    WHEN THE LID CAME OFF AND COFFEE SPILLED ONTO HER LEFT ARM,       CAUSING A 2ND DEGREE BURN.",PA,Alleged Negligent Act,15,1.0,Rear-End Collision (Client hits others)
TREE FELL ONTO AND DAMAGED FENCE BELONGING TO NEIGHBORING HOUSE.,GD,"Tree, bush, shrub",-1,0.0,Miscellaneous / Noise
DRIVER WAS DRIVING ON WRONG SIDE OF ROAD. DURING DELIVERY THE     TRAILER DAMAGED A TREE GRASS ASPHALT AND LIGHT POLE ON THE CLMTS  PROPERTY,AD,Wrongful entry,2,0.5790257505928095,Water Damage / Frozen Pipes
"IVD DRIVING ON ROUTE IN A BRAND NEW FRONT LOAD CUROTTO REFUSE     TRUCK UNIT #913063 HEADING NORTH BOUND ON INKSTER ROAD IN INKSTER,MI TOWARD NEW YORK ST. WHEN HE STRUCK MULTIPLE OVERHEAD POWERLINESPULLING DOWN A POWER POLE.  THE DRIVER CALLED HIS SUPERVISOR      STATING HE COULDNT STOP HIS TRUCK AND MANAGED TO TAKE A RIGHT HANDTURN ONTO NEW YORK ST TAKING ADDITIONAL LINES DOWN.  DURING THE   EVENT, THE VEHICLE BECAME TANGLED IN THE POWERLINES AND EVENTUALLYSTOPPED DUE TO THE ENTANGLEMENT.",AD,Struck/pulled down wires,-1,0.0,Miscellaneous / Noise
THE CALLER IS THE 3RD PARTY REPRESENTATIVE FOR THE OV1 PASSENGER  ANDALLEGES THE OV1 WAS DRIVING ON THE HIGHWAY WHEN THE IV STRUCK  THE OV1 IN THE REAR DAMAGING THE REAR OF THE OV1 (NO SPECIFIC     DAMAGES KNOWN AS OF THIS CALL). THE IV WAS THEN STRUCK BY THE OV2 IN THE REAR OF THE IV. DAMAGE TO THE IV AND THE OV2 ARE UNKNOWN BYTHE CALLER. THE OV1 PASSENGER SUSTAINED UNSPECIFIED INJURIES. NO  INJURIES ARE KNOWN FOR ANY OTHER INVOLVED PARTIES.,AD,Sideswipe or lane change,1,1.0,Slip / Trip / Fall
RAINY WEATHER. KAIMANA POWER WAS OUR AT 7AM. NAVFAC SAID THEY ARE WORKING ON IT. POWER BACK ON.,GD,Not Otherwise Classified,3,0.4255677587277842,Small Property Damage
"THE CUSTOMER CLAIMED THAT WHILE SHE WAS WALKING TOWARD THE        SELF-CHECKOUT, SHE STRUCK AN EMPTY BASKET HOLDER THAT WAS SITTING ON THE FLOOR HURTING HER RIGHT LEG AND RIGHT ANKLE.",GB,Object on floor,0,0.9745562435530354,Rear-End Collision (IV hits OV)
"WHEN THE INSURED FIRETRUCK TURNED RIGHT ONTO GREENRIDGE ST., THE  LADDER EXTENSION STRUCK THE PASSENGER SIDE OF THE CLAIMANTS 2013  CADILLAC CTS",AD,Sideswipe or lane change,7,0.8024879302500219,Food Poisoning / Restaurant Injury
IV REAR ENDED OV,AD,Struck vehicle in rear,4,1.0,Vehicle Damage While Driving
"ON MONDAY 1/9/23, APPROX. 1035 HOURS, WHILE VIEWING SECURITY CAMERAS OBSERVED AN AIDED-FEMALE WEARING A DARK COLOR HOODED COAT, WHIT",GB,Ground/floor,-1,0.0,Miscellaneous / Noise
SMALL PD IV DRIVER WAS MAKING A RIGHT HAND TURN AND MISJUDGED THE TURN AT THE RESIDENTIAL AREA ON 10801 SE BOW LANE. IV STRUCK THE  CUSTOMER'S LAWN AND DRAINAGE FILTER. IV INCURRED NO DAMAGE.       CUSTOMER'S LAWN INCURRED RUT FROM TIRES AND THE DRAINAGE FILTER   INCURRED A CRACK. NO INJURIES REPORTED.,AL,Damage to landscaping,1,1.0,Slip / Trip / Fall
THE IV DRIVER WAS CHANGING LANES WHEN IT STRUCK THE OV.,AD,Not Otherwise Classified,4,0.6478270207756855,Vehicle Damage While Driving
GUEST WAS PICKING UP FENCE PANELING WHEN HE TURNED TO PUT ONE ON  HIS TRUCK THE REST OF THE FENCE PANELING STARTED TO FALL AND      LANDED ON HIS BACK. OUTSIDE YARD EMPLOYEE SAW AND HELPED GET THE  PANELING OFF HIS BACK.,GB,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
MEMBER CLAIMS VEHICLE WAS HIT BY EMPLOYEE PUSHING CARTS,GD,Cart,-1,0.0,Miscellaneous / Noise
"HIT AND RUN. IV STOPPED AT CORNER OF POWELL ST AND PINE ST HEADINGSOUTH ON POWELL. IVD FELT A SMALL BUMP TO IV, LOOKED IN THE MIRRORAND SAY OV BACKING UP AWAY FROM IV. IVD PULLED OVER WHEN LIGHT    TURNED GREEN BUT OV DID NOT AND KEPT GOING.",AP,Our vehicle backed into,4,1.0,Vehicle Damage While Driving
"CUSTOMER STATED SHE CUT HER FINGER ON HER MIDDLE FINGER RIGHT     HAND, 3 WICK CANDLE WARM OCEAN BREEZE, CUSTOMER STATED THE CANDLE WAS NOT IN THE BOX LIKE THE OTHER ONES CUSTOMER ALSO STATED SHE   DOESN'T WANT ANYTHING DONE ABOUT THE CUT ON HER FINGER SHE JUST   WANTS THE CANDLE REPLACED. CUSTOMER STATED THE CUT IS LIKE A PAPERCUT AND IS NOT GOING TO SEEK MEDICAL ATTENTION. CUSTOMER STATED   SHE DID TAKE PHOTOS OF HER CUT AND ALSO THE CANDLE.",PA,"Glass, ceramic, NOC",-1,0.0,Miscellaneous / Noise
"IVD WAS LEAVING CONSIGNEE, TURNED RIGHT AND CLIPPED THE SLIDING   GATE, IVD DID NOT KNOW HE HIT THE GATE AND CONTINUED DRIVING",AD,Struck animal or object,-1,0.0,Miscellaneous / Noise
UNKNOWN- SUBPOENA FOR RECORDS RECEIVED.,GB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
GUEST STATED THEY WOKE UP WITH BITES ON THEIR RIGHT LEG.,PM,"Animal, Insect",0,0.852184208952949,Rear-End Collision (IV hits OV)
CHILD WAS WALKING ON THE POOL DECK SLIPPED AND FELL FORWARD HITTING HIS FACE.,GB,Swimming pool,0,1.0,Rear-End Collision (IV hits OV)
A ROCK FELL FROM A ROCK HAULING TRUCK. THE ROCK HIT THE ROAD AND THEN BOUNCED AND HIT THE WINDSHIELD OF THE TRUCK.,AP,Vehicle Accident,10,1.0,Delivery / Door/Window Damage
"THE IV DRIVER WAS BACKING OUT FROM A CONTAINER, WHEN THE REAR P/S OF THE VEHICLE STRUCK THE OVERHANG OF A CARPORT, CAUSING THE      CARPORT TO COLLAPSE. THE IV INCURRED DAMAGE TO THE ELECTRICAL     WIRING. THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object,1,1.0,Slip / Trip / Fall
NARCOTICS EXPOSURE(HEROIN).,NS,Health Hazard,-1,0.0,Miscellaneous / Noise
THERE WAS A WHOLE IN THE PARKING LOT WHICH CAUSED THE CUSTOMER TO FALL TO THE GROUND.,GB,Alleged improper maintenance - other,0,0.9626757847047392,Rear-End Collision (IV hits OV)
THE IV INCURRED SHATTERED GLASS ON D/S FRONT WINDOW AFTER AN AXE  WAS THROWN AT IT. NO INJURIES WERE REPORTED. THE IV WAS RETURNED  TO DEALERSHIP IN THIS CONDITION.,AP,Windshield,-1,0.0,Miscellaneous / Noise
IV DRIVER WAS COMING DOWN A RAMP AND THE OV DRIVER AND THE IV     DRIVER MADE CONTACT WITH EACH OTHER. OV SUSTAINED DAMAGE          TO THE REAR QUARTER.,AB,Entering or leaving traffic flow,1,1.0,Slip / Trip / Fall
MEMBER CLAIMS THEY ENTERED THE PETROL STATION THE WRONG DIRECTION.HAD TO REVERSE BACK AND HIT ANOTHER MEMBERS CAR,GD,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
"DURING EVACUATION GUEST STOPPED ON LANDING DUE TO EXERTION AND PREEXISTING HEALTH CONDITIONS FIRE DEPT WAS ON SITE DUE TO ALARM, BUT",GB,Not Otherwise Classified,0,0.9280712328632237,Rear-End Collision (IV hits OV)
"THE CLAIMANT CAR WAS PARKED WHEN THE SCHOOL BUS STRUCK THE DRIVER SIDE DOOR, AND MIRROR.",AB,Sideswipe or lane change,8,0.61718783030967,Police / Driveway Incidents
RO CK NO INJURIES VEHICLE 2 WAS APPROACHING THE LIVINGSTON CAMPUS CIRCLE ON AVE.E AND VEHICLE 2 ATTEMPTED TO GO AROUND IT. NO DAMAGETO FGA VEHICLE,AP,Sideswipe or lane change,-1,0.0,Miscellaneous / Noise
"THE IV WAS PULING INTO A PARKING SPACE, IN A PARKING LOT, WHEN THEIV SCRATCHED THE OV ON THE D/S REAR. THERE WERE NO INJURIES       REPORTED.",AD,"Parking lot, driveway",1,1.0,Slip / Trip / Fall
CLAIMANT WAS WALKING OUT THE RECEIVING DOOR WHEN A STRONG GUST OF WIND BLEW OPEN THE RECEIVING DOOR CAUSING A DOOR TO FALL AND HIT  HIM ON THE HEAD KNOCKING HIM DOWN.,GB,Door - Dock,14,1.0,Hot Coffee / Beverage Burn
THE IV TRAILER WHILE PARKED UNEVENLY CAUSED CARGO TO DAMAGE THE   SIDE WALL AND DOLLY LEG. NO INJURIES WERE REPORTED,AP,Struck animal or object,1,0.933253101474928,Slip / Trip / Fall
THE IV WAS PARKED AND UNOCCUPIED IN THE PARKING LOT WHEN IT WAS   DISCOVERED TO HAVE DAMAGES. THE IV'S BUMPER WAS DENTED. THERE WERENO INJURES REPORTED.,AP,Our vehicle struck while parked,1,1.0,Slip / Trip / Fall
THIRD PARTY VEHICLE COLLIDED ON NARROW ROAD WITH INSURED VEHICLE  CAUSED DAMAGE AND LOSS.,AU,Collision on a Roundabout,5,1.0,Third Party Reversing
A FEMALE NON ASSOCIATE PASSED OUT FOR AN UNKNOWN REASON AND HIT   HER LIP ON THE COUNTER OF CASH WRAP THEN COLLAPSED AND STRUCK THE BACK OF HER HEAD ON THE FLOOR. THE NON ASSOCIATE TOLD CARLS SHE   DID NOT FEEL ANY SYMPTOMS BEFORE PASSING OUT. AN ICE PACK WAS     PROVIDED AND EMS WAS DENIED. THE NON ASSOCIATE DID NOT PROVIDE ANYPERSONAL INFORMATION.,GB,Non Liability Cases - Premises Medical,0,1.0,Rear-End Collision (IV hits OV)
GFS DROVE ON LAWN TO GET OUT OF BUSY PARKING LOT AND MADE LOTS OF RUTS DAMAGING LOTS OF GRASS AT CUSTOMER LOCATION,AD,Struck animal or object,-1,0.0,Miscellaneous / Noise
SMALL PD. CLAIMANT ALLEGES THE IV WAS TRAVELING OVER 80 MILES PER HOUR AND DEBRIS FROM THE IV STRUCK THE OV'S WINDSHIELD. THE OV    WINDSHIELD INCURRED A CRACK. NO DAMAGE TO IV REPORTED.,AL,Road debris/road hazard,6,0.37924720144505825,School Bus / Student Accident
OV MADE LEFT AND TURNED INTO IV,AN,Other vehicle turning left,4,1.0,Vehicle Damage While Driving
"MCU |AT 1:07 DRIVER ARRIVES AT GABRIEL GARDNER STOP AT921 N. ANNA OK RT 504 THE DRIVERIS WAITING . NO ONE WAS COMING OUT .GABRIEL ISVERY AGITATED AND REMOVES HIS SHOULDER BELT . GABRIEL THEN GETS   TIED UP IN THE SEATBELT AND MONITOR TRIES TO GET HIM UNTANGLED    FROM THE BELT AND NOW THE STUDENTS ON THE FLOOR, DRIVER PULLS OVERAND PICKS STUDENT UP OFF THE FLOOR ANDPUTS HIM BACK IN HIS SEAT ( POSSIBLE FORCEFULLY) AND THEN PUSHES HIM IN TO THE SEAT . POLICE  REPORT WAS FILED BY THE MOTHER.",GB,Assault and/or abuse,-1,0.0,Miscellaneous / Noise
"CUSTOMER PROVIDES-3RD PARTY IN SMALL VEHICLE STRUCK CUSTOMER'S    OWNED TRAILER. TRAILER WAS PULLED BY RENTAL TRACTOR, 315893. NO   DAMAGE TO TRACTOR",AD,Our vehicle struck in rear,5,0.3142469897842146,Third Party Reversing
MEMBER WAS HIT IN THE HEAD WHEN EMPLOYEE TRIED TO CLOSE HER TRUCK AND HIT THE TOP RIGHT CORNER OF HER HEAD.,GB,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
THE DRIVER OF THE AUDI WAS SPEEDING LOST CONTROL OF THE CAR COME  ACROSS MY LANE HIT THE GUARD RAIL AND THEN HIT US HEAD ONAND BOTH VEHICLES LOOK TO BE TOTALLY DESTROYED,AP,"Street, roadway, highway",2,0.8517599242628652,Water Damage / Frozen Pipes
THEFT - STOLEN CASH AND DAMAGED INTERIOR,RB,Theft,5,0.246646524196378,Third Party Reversing
PUSHING A SMALL PIECE OF ASPHALT ON TOP OF A BIGGER PIECE ALREADY ON THE FORKS AND FELT PAIN IN HIS LOWER BACK,NS,Ground/floor,-1,0.0,Miscellaneous / Noise
*ECOMM (ON) - MTH - FLOOR - THE FRIDGE WAS DAMAGED AND FLOOR WAS  ALSO DAMAGED DURING THE DELIVERY PROCESS.,PB,e-Commerce,-1,0.0,Miscellaneous / Noise
"THE IV DRIVER WAS MAKING A RIGHT TURN ONTO A NARROW STREET. THE OVDRIVER TRAVELING ON THAT NARROW STREET STOPPED AND STARTED TO BACKUP, ALLOWING THE IV TO MAKE THE RIGHT TURN. THE OV DRIVER JUST    STOPPED ABRUPTLY. THE IV DRIVER WAS PAYING ATTENTION OR TRYING TO AVOID A LIGHT POLE WHEN HE TAPPED OR STRUCK THE OV. THE OV        INCURRED A BROKEN D/S HEADLIGHT AND A SCRATCHED, DENTED, AND      PUNCTURED D/S FENDER. NO INJURIES WERE REPORTED.",AD,Other vehicle turning right,1,0.965899468160253,Slip / Trip / Fall
SMALL PD: IV DRIVER WAS SERVICING THE CUSTOMER'S LOCATION. THE    CUSTOMER CONTACTED WM TO INFORM THEM THAT THE TRASH CAN WAS       DAMAGED. THE CUSTOMER WANTS TO BE REIMBURSED FOR THE BROKEN TRASH CAN. IV INCURRED NO DAMAGE. THE TRASH CAN INCURRED DAMAGED. NO    INJURIES REPORTED.,AL,"Struck building, overhang",6,0.5761927313617253,School Bus / Student Accident
CORTEX COURTESY PATROL CONTACTED PROPERTY  MANAGER ON SUNDAY 4/16/2023 TO REPORT A CAR  BREAK IN ON THE CORTEX 1 PARKING LOT. INCIDE,GD,"Burglary, robbery, theft",-1,0.0,Miscellaneous / Noise
"SMALL PD CUSTOMER STATES THAT AS THE IV WAS ENTERING THE ALLEY WAYTO SERVICE THE CONTAINER, THE TIRES OF THE IV MADE CONTACT WITH   HER GARDEN, CAUSING RUTS. THERE WERE NO INJURIES REPORTED.",AL,Damage to landscaping,6,0.5920661760422369,School Bus / Student Accident
IV R/E OV AT STOP LIGHT,AD,Struck vehicle in rear,4,1.0,Vehicle Damage While Driving
CUSTOMER IS CLAIMING AS THE DRIVER CAME UP HER DRIVEWAY HE DAMAGEDTHE FOUNTAIN IN THE MIDDLE OF THE DRIVEWAY.,GD,Alleged Negligent Act,9,1.0,Pothole / Road Hazard
BUILDING MANAGEMENT WAS NOTIFIED OF A WATER LEAK COMING FROM THE  9TH OR 10TH FLOOR AND RUNNING DOWN THE ELEVATOR SHAFT TO THE MAIN LOBBY. RAITH MECHANICAL WAS NOTIFIED AND THEY HAD A WORKER ONSITE WITHIN THE HOUR TO ASSESS THE INCIDENT.  IT WAS DETERMINED THE    LEAK WAS COMING FROM A PROPRESS TEE ON THE MAIN HOT WATER RISER.,GD,Alleged Negligent Act,3,0.880922346040262,Small Property Damage
"A CUSTOMER CLAIMS THAT WHILE HAVING A PHYSICAL ALTERCATION WITH   ANOTHER CUSTOMER IN THE PARKING LOT, THE OTHER CUSTOMER PICKED UP THE LID TO THE METAL OUTDOOR ASHTRAY AND SWUNG THE LID AFTER      STONING THE CUSTOMER WITH A ROCK. THE LID STRUCK THE GM'S CAR     CAUSING DENTS AND SCRATCHES TO THE P/S. THERE WERE NO INJURIES    REPORTED.",RB,Not Otherwise Classified,-1,0.0,Miscellaneous / Noise
REAR ENDED OV IN STOP AND GO TRAFFIC SOUTH OF THE OK/TEXAS LINE,AD,Sideswipe or lane change,4,0.6841069045362659,Vehicle Damage While Driving
"THE EE WAS BACKING A THOMAS TRAILER1 INTO THE YARD WHEN THE       TRAILERS1 SIDESWIPED THOMAS TRAILER2 THAT WAS PARKED AND          UNOCCUPIED. TRAILER1 INCURRED SCRATCHES TO THE D/S AND TRAILER2   INCURRED A BROKE P/S LIGHT, SCRATCHES AND PUNCTURE ON THE P/S.    THERE WERE NO INJURIES REPORTED.",AD,Backed into vehicle or object,-1,0.0,Miscellaneous / Noise
TIRE DAMAGE / STEEL PUNCTURED INTO THE TREAD. REAR DRIVER SIDE OF THE VEHICLE.,GD,Alleged Negligent Act,-1,0.0,Miscellaneous / Noise
"20K226 WAS ATTEMPTING TO MAKE A LEFT TURN THROUGH AN INTERSECTION AT A STOP LIGHT, AS 20K APPROACHED THE LIGHT A SUV PULLED IN      BETWEEN HIM AND THE ESCORT TRUCK BEHIND 20K.  20K FAILED TO YIELD AND THE FRONT BUMPER OF 20K MADE CONTACT WITH THE D/S REAR QUARTERPANEL AND BUMPER OF AN SUV TRAVELING THROUGH THE INTERSECTION FROMTHE OPPOSITE SIDE.",AD,Our vehicle turning left,2,0.9631432671801992,Water Damage / Frozen Pipes
